2	2	0.9959999918937683
2	3	0.7829999923706055
2	4	0.6050000190734863
2	5	0.5479999780654907
2	6	0.5149999856948853
2	7	0.5120000243186951
2	8	0.5049999952316284
2	9	0.5019999742507935
2	10	0.5019999742507935
2	11	0.5
2	12	0.5
2	13	0.5
2	14	0.5
2	15	0.5
3	2	0.9760000109672546
3	3	0.9620000123977661
3	4	0.878000020980835
3	5	0.7850000262260437
3	6	0.6840000152587891
3	7	0.6190000176429749
3	8	0.5830000042915344
3	9	0.5669999718666077
3	10	0.5529999732971191
3	11	0.5450000166893005
3	12	0.5339999794960022
3	13	0.5329999923706055
3	14	0.5320000052452087
3	15	0.5189999938011169
4	2	0.9710000157356262
4	3	0.9589999914169312
4	4	0.9290000200271606
4	5	0.8700000047683716
4	6	0.824999988079071
4	7	0.7720000147819519
4	8	0.7089999914169312
4	9	0.6990000009536743
4	10	0.6380000114440918
4	11	0.6549999713897705
4	12	0.6330000162124634
4	13	0.6110000014305115
4	14	0.6050000190734863
4	15	0.5799999833106995
5	2	0.9419999718666077
5	3	0.9330000281333923
5	4	0.9039999842643738
5	5	0.8920000195503235
5	6	0.8650000095367432
5	7	0.7879999876022339
5	8	0.7459999918937683
5	9	0.7519999742507935
5	10	0.703000009059906
5	11	0.722000002861023
5	12	0.6600000262260437
5	13	0.6549999713897705
5	14	0.6570000052452087
5	15	0.6439999938011169
6	2	0.7329999804496765
6	3	0.7979999780654907
6	4	0.8240000009536743
6	5	0.8479999899864197
6	6	0.8420000076293945
6	7	0.8299999833106995
6	8	0.7429999709129333
6	9	0.7480000257492065
6	10	0.6589999794960022
6	11	0.6589999794960022
6	12	0.6079999804496765
6	13	0.5820000171661377
6	14	0.593999981880188
6	15	0.5460000038146973
7	2	0.8410000205039978
7	3	0.8740000128746033
7	4	0.8790000081062317
7	5	0.8679999709129333
7	6	0.8550000190734863
7	7	0.8180000185966492
7	8	0.7730000019073486
7	9	0.7429999709129333
7	10	0.6840000152587891
7	11	0.6909999847412109
7	12	0.6359999775886536
7	13	0.628000020980835
7	14	0.6290000081062317
7	15	0.5699999928474426
8	2	0.8130000233650208
8	3	0.8240000009536743
8	4	0.828000009059906
8	5	0.8410000205039978
8	6	0.828000009059906
8	7	0.8130000233650208
8	8	0.7590000033378601
8	9	0.7599999904632568
8	10	0.7350000143051147
8	11	0.7279999852180481
8	12	0.6790000200271606
8	13	0.6899999976158142
8	14	0.6579999923706055
8	15	0.6470000147819519
9	2	0.6639999747276306
9	3	0.652999997138977
9	4	0.699999988079071
9	5	0.6919999718666077
9	6	0.6899999976158142
9	7	0.7009999752044678
9	8	0.6779999732971191
9	9	0.671999990940094
9	10	0.6740000247955322
9	11	0.6710000038146973
9	12	0.6510000228881836
9	13	0.628000020980835
9	14	0.6420000195503235
9	15	0.6449999809265137
10	2	0.6370000243186951
10	3	0.6269999742507935
10	4	0.6539999842643738
10	5	0.6700000166893005
10	6	0.6869999766349792
10	7	0.734000027179718
10	8	0.703000009059906
10	9	0.6899999976158142
10	10	0.699999988079071
10	11	0.7120000123977661
10	12	0.6800000071525574
10	13	0.6650000214576721
10	14	0.6539999842643738
10	15	0.6370000243186951
